question_id,quiz_id,question_title,question_description,question_type,question_mark,question_settings,question_order
315,9561,"ถ้าต้องการ select element ที่มี class name เป็น \'demo\' ต้องเขียนอย่างไร",,single_choice,1.00,"a:2:{s:13:"question_type";s:13:"single_choice";s:13:"question_mark";s:4:"1.00";}",23
316,9561,"ถ้าต้องการ select p elements ทั้งหมดที่อยู่ใน div element ต้องเขียนอย่างไร",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",24
318,9628,"HTML Element ไหนที่ใช้สำหรับใส่ Code JavaScript",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",1
319,9628,"Java เป็นชื่อย่อของ JavaScript คนส่วนใหญ่เลยเรียก JavaScript สั้น ๆ ว่า Java",,true_false,1.00,"a:4:{s:13:"question_type";s:10:"true_false";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",2
320,9628,"การเขียนอ้างอิง External script ที่ถูกต้องควรเขียนอย่างไร",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",3
321,9628,"Code ที่เขียนในไฟล์ .js ที่ถูกอ้างอิงใน &lt;Script> Tag(External JavaScript File) จะต้องเขียนใน &lt;script> tag ด้วย",,true_false,1.00,"a:4:{s:13:"question_type";s:10:"true_false";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",4
322,9628,"ถ้าอยากให้แสดงข้อความว่า Hello Codecamp ในกล่อง alert box ต้องเขียนอย่างไร",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",5
323,9628,"การประกาศฟังก์ชันใน JavaScript ข้อใดถูกต้อง",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",6
324,9628,"ข้อใดเป็นการเรียก function ที่ชื่อ codecamp ได้ถูกต้อง",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",7
325,9628,"การเขียน if statement ใน JavaScript ข้อใดถูกต้อง",,single_choice,1.00,"a:4:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",8
326,9774,ข้อใดต่อไปนี้ถูกต้อง,,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";}",1
327,9774,"ข้อใดต่อไปนี้ ไม่ใช่ปัญหาจากสภาวะการทำงานพร้อมกัน",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";}",2
328,9774,ข้อใดต่อไปนี้ถูกต้อง,,multiple_choice,1.00,"a:3:{s:13:"question_type";s:15:"multiple_choice";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";}",3
329,9774,"ล็อคค้าง (Deadlock) คืออะไร",,multiple_choice,1.00,"a:3:{s:13:"question_type";s:15:"multiple_choice";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";}",4
330,9774,ข้อใดต่อไปนี้ถูกต้อง,,multiple_choice,1.00,"a:3:{s:13:"question_type";s:15:"multiple_choice";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";}",5
331,9628,"ถ้าต้องการเขียนเงื่อนไขใน IF Statement ว่า \"ตัวแปร c มากกว่าเท่ากับ 3\" ต้องเขียนอย่างไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",9
332,9628,"ข้อใดคือการเขียน while loop ที่ถูกต้อง",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",10
333,9628,"ข้อใดคือการเขียน For Loop ที่ถูกต้อง",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",11
334,9628,"ข้อใดคือการเขียน Comment ใน JavaScript ที่ถูกต้อง",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",12
335,9628,"ถ้าต้องการ Comment หลาย ๆ บรรทัดต้องเขียนอย่างไร",,single_choice,1.00,"a:2:{s:13:"question_type";s:13:"single_choice";s:13:"question_mark";s:4:"1.00";}",13
336,9628,"ข้อใดประกาศ Array ได้ถูกต้อง",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",14
337,9628,"ถ้าต้องการจะปัดเศษ 6.54 ตามหลักคณิตศาสตร์ต้องเขียนอย่างไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",15
338,9628,"ถ้าต้องการหาค่ามากที่สุดระหว่าง a กับ b ต้องเขียนอย่างไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",16
340,9628,"event ใดที่เกิดขึ้นเมื่อ user กดคลิกเมาส์",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",17
341,9628,"สิ่งที่ได้จาก Boolean(56 > 75) คืออะไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",18
342,9628,"JavaScript เป็นภาษาแบบ Dynamic",,true_false,1.00,"a:5:{s:13:"question_type";s:10:"true_false";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",19
343,9628,"JavaScript เป็น Case-sensitive",,true_false,1.00,"a:5:{s:13:"question_type";s:10:"true_false";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",20
344,9854,"SQL ย่อมาจากอะไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",1
345,9854,"คำสั่งในใน SQL ที่ใช้ในการอ่าน Record(s) ในตาราง",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",2
346,9854,"คำสั่งในใน SQL ที่ใช้ในการแก้ไข Record(s) ในตาราง",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",3
347,9854,"คำสั่งในใน SQL ที่ใช้ในการลบ Record(s) ในตาราง",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",4
348,9854,"คำสั่งในใน SQL ที่ใช้ในการเพิ่ม Record(s) ในตาราง",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",5
349,9854,"ถ้าต้องการดึงข้อมูลจากตาราง Persons แต่เอามาแค่ first_name ต้องเขียนอย่างไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",6
350,9854,"ถ้าต้องการข้อมูลจากตาราง Persons โดยให้แสดงทุก Columns ต้องเขียนอย่างไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",7
351,9854,"ถ้าต้องการข้อมูลทุก Record(s) ทั้งหมดจากตาราง Persons ที่ first_name นั้นขึ้นต้นด้วย a ต้องเขียนอย่างไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",8
352,9854,"(---)ใน SQL ถ้าต้องการดึงข้อมูลทุก Record(s) จากตาราง Persons ที่ first_name เป็น Harry และ last_name เป็น Potter ต้องเขียนอย่างไร",,single_choice,1.00,"a:2:{s:13:"question_type";s:13:"single_choice";s:13:"question_mark";s:4:"1.00";}",9
353,9854,"ใน SQL ถ้าต้องการดึงข้อมูลทุก Record(s) จากตาราง Persons ที่คนอายุตั้งแต่ 20 ถึง 30 ปี ต้องเขียนอย่างไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",10
354,9854,"( === ) ถ้าเราต้องการผลลัพธ์ที่ได้จากการ Query ข้อมูลเป็น Unique ต้องเขียนอย่างไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",11
355,9854,"ถ้าต้องการให้ผลลัพธ์ที่ออกมามีการเรียง ต้องใช้ Keyword อะไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",12
356,9854,"( === ) ใน SQL ถ้าต้องการให้ผลลัพธ์ที่ออกมาเรียงลำดับจากมากไปน้อยใน Column first_name ต้องเขียนอย่างไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",13
357,9854,"ใน SQL ถ้าต้องการเพิ่มข้อมูลเข้าไปในตาราง Persons ต้องเขียนอย่างไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",14
358,9854,"ใน SQL ถ้าเราต้องการเพิ่มข้อมูลตัวเลข 19 ใส่ใน Column Age สามารถเขียนได้อย่างไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",15
359,9854,"ถ้าต้องการแก้ไข Column first_name ของ record ที่มี id เป็น 245 ให้มีค่าเป็น \'Codecamp\' ต้องเขียนอย่างไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",16
360,9854,"ถ้าต้องการจะลบ record(s) ที่มีอายุมากกว่า 70 จะต้องเขียนอย่างไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",17
361,9854,"ถ้าต้องการทราบจำนวน Record(s) ทั้งหมดในตาราง Persons ต้องเขียนอย่างไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",18
363,9628,"ใน JavaScript การเปรียบเทียบ String จะได้ว่า \"A\" &lt; \&quot;Z\&quot;",,true_false,1.00,"a:5:{s:13:"question_type";s:10:"true_false";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",21
364,9628,"ใน JavaScript การเปรียบเทียบ String จะได้ว่า \"Good\" > \"Gold\"",,true_false,1.00,"a:5:{s:13:"question_type";s:10:"true_false";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",22
365,9628,"ใน JavaScript การเปรียบเทียบ String ให้เรียง String จากที่มีค่าน้อยไปมาก",,ordering,1.00,"a:5:{s:13:"question_type";s:8:"ordering";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",23
366,9628,"ความแตกต่างระหว่าง == และ === คืออะไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",24
367,9628,"alert(true || false || false) จะได้ค่าออกมาเป็นอะไร",,true_false,1.00,"a:5:{s:13:"question_type";s:10:"true_false";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",25
368,9628,"alert(undefined || null || 0) จะได้ค่าออกมาเป็นอะไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",26
369,9628,"alert(true && true && false) จะได้ค่าออกมาเป็นอะไร",,true_false,1.00,"a:5:{s:13:"question_type";s:10:"true_false";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",27
370,9628,"alert(true && true && true) จะได้ค่าออกมาเป็นอะไร",,true_false,1.00,"a:5:{s:13:"question_type";s:10:"true_false";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",28
371,9628,"alert(1 && 0) จะได้ค่าออกมาเป็นอะไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",29
372,9628,"จาก Code ดังกล่าวบรรทัดสุดท้ายจะแสดงเป็นอะไร","function showMessage() {
  let message = \"Hello, I\'m Codecamp!\"; // local variable
  alert( message );
}

showMessage(); // \"Hello, I\'m Codecamp!\"
alert( message ); ",single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",30
373,9628,"จาก Code ดังกล่าวบรรทัดสุดท้ายจะแสดงเป็นอะไร","let userName = \'John\';

function showMessage() {
  let userName = \"Bob\"; // ประกาศตัวแปร local variable

  let message = \'Hello, \' + userName; // Bob
  alert(message);
}
// function จะสร้าง userName ของมันเองขึ้นมา
showMessage();
alert( userName );",single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",31
374,9628,"จาก Code ดังกล่าวบรรทัดสุดท้ายจะแสดงเป็นอะไร","function showMessage(from, text = \"no text given\") {
  alert( from + \": \" + text );
}

showMessage(\"Ann\"); ",single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",32
375,9628,"จาก Code ดังกล่าวบรรทัดสุดท้ายจะแสดงเป็นอะไร","function sum(a, b) {
  return a + b;
}

let result = sum(1, 2);
alert( result );",single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",33
376,9628,"ฟังก์ชันที่ไม่มีการเขียน return จะได้ return ค่าเป็นอะไร","function doNothing() {
 /* empty */ 
}",single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",34
377,9628,"จงเขียนฟังก์ชันดังกล่าวในรูปของ Arrow Function","function(a, b) {
  return a + b;
};",short_answer,1.00,"a:5:{s:13:"question_type";s:12:"short_answer";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",35
378,9628,"จงเขียนฟังก์ชันดังกล่าวในรูปของ Arrow Function","function (n) {
  return n * 2
}
",short_answer,1.00,"a:5:{s:13:"question_type";s:12:"short_answer";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",36
379,9628,"Babel ทำหน้าที่อะไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",37
380,9565,"ตัวสถิติตัวใด เป็นตัวสถิติที่ไม่ลำเอียงของ μ",,single_choice,2.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"2.00";}",1
381,9628,บรรทัดสุดท้ายจะแสดงออกมาเป็นอย่างไร,"let user = {
  name: \"John\",
  age: 30
};

alert( user.age );",fill_in_the_blank,1.00,"a:5:{s:13:"question_type";s:17:"fill_in_the_blank";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",38
382,9628,บรรทัดสุดท้ายจะออกมาเป็นอะไร,"function makeUser(name, age) {
  return {
    name,
    age,
  };
}
let user = makeUser(\"John\", 30); 
alert(user.name);",single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",39
383,9628,สองบรรทัดสุดท้ายจะได้ค่าออกมาเป็นอะไร,"let user = { name: \"John\", age: 30 };

alert( \"age\" in user );
alert( \"blabla\" in user );",single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",40
384,9628,"บรรทัดสุดท้ายค่าจะออกมาเป็นอะไร (10)","let user = { name: \'John\' };

let admin = user;

admin.name = \'Pete\';
alert(user.name);",single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",41
385,9628,"ค่าของบรรทัดสุดท้ายจะออกมาเป็นอะไร (11)","let user = { name: \"John\" };

let permissions1 = { canView: true };
let permissions2 = { canEdit: true };

Object.assign(user, permissions1, permissions2);",single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",42
386,9628,"ค่าของบรรทัดสุดท้ายจะออกมาเป็นอะไร (12)","let user = { name: \"John\" };

// overwrite name, add isAdmin
Object.assign(user, { name: \"Pete\", isAdmin: true });

// now user = ",single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",43
387,9628,"ค่าของบรรทัดสุดท้ายจะออกมาเป็นอะไร (13)","let user = {
  name: \"John\",
  age: 30,

  sayHi() {
    alert(this.name);
  }

};

user.sayHi();",single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",44
388,9628,สองบรรทัดสุดท้ายจะได้ค่าออกมาเป็นอะไร,"let user = { name: \"John\" };
let admin = { name: \"Admin\" };

function sayHi() {
  alert( this.name );
}

user.f = sayHi;
admin.f = sayHi;

user.f();
admin.f();",single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",45
389,9628,ค่าของบรรทัดสุดท้ายจะออกมาเป็นอะไร,"function User(name) {
  this.name = name;
  this.isAdmin = false;
}

let user = new User(\"Jack\");

alert(user.name);",single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",46
390,9628,"\"Widget\".startsWith(\"Wid\")",,true_false,1.00,"a:5:{s:13:"question_type";s:10:"true_false";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",47
391,9628,"\"Widget with id\".includes(\"Widget\")",,true_false,1.00,"a:5:{s:13:"question_type";s:10:"true_false";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",48
392,9628,"\"Hello\".includes(\"Bye\")",,true_false,1.00,"a:5:{s:13:"question_type";s:10:"true_false";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",49
393,9628,"ค่าของบรรทัดสุดท้ายจะออกมาเป็นอะไร (16)","let fruits = [\"Apple\", \"Orange\", \"Pear\"];

fruits.pop()

alert( fruits );",single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",50
394,9628,"ค่าของบรรทัดสุดท้ายจะได้ออกมาเป็นอะไร (17)","let fruits = [\"Orange\", \"Pear\"];

fruits.unshift(\'Apple\');

alert( fruits );",single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",51
395,9628,"ค่าของบรรทัดสุดท้ายจะออกมาเป็นอะไร (18)","let arr = [\"I\", \"study\", \"JavaScript\", \"right\", \"now\"];

arr.splice(0, 3, \"Let\'s\", \"dance\");

alert( arr )",single_choice,1.00,"a:2:{s:13:"question_type";s:13:"single_choice";s:13:"question_mark";s:4:"1.00";}",52
396,9628,ค่าของบรรทัดสุดท้ายจะออกมาเป็นอะไร,"let arr = [\"I\", \"study\", \"JavaScript\"];

arr.splice(2, 0, \"complex\", \"language\");

alert( arr );",single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",53
397,9628,"ค่าของบรรทัดสุดท้ายจะออกมาเป็นอะไร (20)","let users = [
  {id: 1, name: \"John\"},
  {id: 2, name: \"Pete\"},
  {id: 3, name: \"Mary\"}
];

let user = users.find(item => item.id == 1);

alert(user.name);",single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",54
398,9628,ค่าของบรรทัดสุดท้ายจะได้ออกมาเป็นอะไร,"let students = [
  { id: 1, name: \"Mr. A\" },
  { id: 2, name: \"Mr. B\" },
  { id: 3, name: \"Mr. C\" },
  { id: 4, name: \"Mr. D\" },
]

students.find(function(item) {
  return item.id === 3
})",single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",55
399,9565,"การตัดสินใจว่าจะใช้ตัวสถิติตัวใด มาใช้เป็นตัวประมาณค่าพารามิเตอร์ ต้องพิจารณาจากอะไร",,single_choice,2.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"2.00";}",2
400,9565,"สุ่มตัวอย่างนักศึกษาหญิงในมหาวิทยาลัยราชภัฏสวนสุนันทามาจำนวน 50 คน เพื่อมาหาค่าเฉลี่ยของส่วนสูง เมื่อทำการคำนวณแล้วได้กล่าวว่า ค่าส่วนสูงเฉลี่ยอยู่ในช่วง (157.5, 165.5) ด้วยความเชื่อมั่น 90% แสดงว่าค่า α มีค่าเป็นเท่าใด",,single_choice,2.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"2.00";}",3
