attempt_id,course_id,quiz_id,user_id,total_questions,total_answered_questions,total_marks,earned_marks,attempt_info,attempt_status,attempt_ip,attempt_started_at,attempt_ended_at,is_manually_reviewed,manually_reviewed_at
380,7313,9854,214,18,18,18.00,17.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"30";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1800;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:4:"6000";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,184.22.68.87,"2020-05-29 04:48:56","2020-05-29 04:51:54",NULL,NULL
381,7313,9885,50,14,14,14.00,13.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"25";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1500;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"50";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,118.172.99.153,"2020-05-29 15:41:49","2020-05-29 15:55:08",NULL,NULL
382,7313,9887,50,5,5,5.00,3.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"10";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:600;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,118.172.102.69,"2020-05-30 01:15:37","2020-05-30 01:16:34",NULL,NULL
383,7313,9885,376,14,14,14.00,11.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"25";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1500;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"50";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,184.22.66.219,"2020-05-31 14:30:58","2020-05-31 14:49:18",NULL,NULL
384,7313,9561,87,24,24,24.00,23.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"30";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1800;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"100";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,119.224.66.204,"2020-06-06 08:53:40","2020-06-06 09:05:00",NULL,NULL
385,7313,9628,87,55,54,55.00,50.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"80";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:4800;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"90";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,119.224.66.204,"2020-06-06 09:07:14","2020-06-06 09:44:33",NULL,NULL
386,7313,9882,87,9,9,9.00,9.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"10";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:600;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"90";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,119.224.66.204,"2020-06-06 09:45:42","2020-06-06 09:52:32",NULL,NULL
387,7313,9885,87,14,14,14.00,11.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"25";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1500;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"50";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,119.224.66.204,"2020-06-07 04:58:23","2020-06-07 05:12:48",NULL,NULL
388,7313,9872,87,5,5,5.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"10";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:600;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"100";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,119.224.66.204,"2020-06-07 05:15:01","2020-06-07 05:18:40",NULL,NULL
389,7313,9887,87,5,5,5.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"10";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:600;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,119.224.66.204,"2020-06-07 05:18:58","2020-06-07 05:24:22",NULL,NULL
390,7313,9854,87,18,18,18.00,18.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"30";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1800;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:4:"6000";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,119.224.66.204,"2020-06-07 05:25:15","2020-06-07 05:30:26",NULL,NULL
391,7313,9561,35,24,0,NULL,NULL,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"30";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1800;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"100";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_started,184.22.218.174,"2020-06-08 17:38:42",NULL,NULL,NULL
392,7313,9885,214,14,14,14.00,9.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"25";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1500;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"50";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,184.22.71.120,"2020-06-10 09:16:05","2020-06-10 09:22:35",NULL,NULL
393,14138,14285,706,6,6,6.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"5";s:13:"passing_grade";s:2:"55";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,202.94.73.131,"2020-06-11 10:32:03","2020-06-11 10:34:57",NULL,NULL
394,14138,14324,706,10,8,10.00,7.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:2:"10";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,202.94.73.131,"2020-06-11 10:35:22","2020-06-14 06:42:27",NULL,NULL
395,14138,14285,707,6,6,6.00,6.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"5";s:13:"passing_grade";s:2:"55";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,184.22.197.247,"2020-06-11 14:35:05","2020-06-11 14:39:34",NULL,NULL
396,14138,14324,707,10,10,10.00,8.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:2:"10";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,184.22.197.247,"2020-06-11 14:40:03","2020-06-19 02:33:19",NULL,NULL
397,14138,14285,703,6,6,6.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"5";s:13:"passing_grade";s:2:"55";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.228.74.2,"2020-06-11 15:13:24","2020-06-11 15:20:40",NULL,NULL
398,14138,14324,703,10,10,10.00,6.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:2:"10";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.228.74.2,"2020-06-11 15:21:10","2020-06-11 15:25:28",NULL,NULL
399,14138,14324,703,10,0,NULL,NULL,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:2:"10";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_started,49.228.74.2,"2020-06-11 15:26:10",NULL,NULL,NULL
400,14138,14285,705,6,6,6.00,6.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"5";s:13:"passing_grade";s:2:"55";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,119.76.29.40,"2020-06-11 23:06:48","2020-06-11 23:08:36",NULL,NULL
401,14138,14285,705,6,0,NULL,NULL,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"5";s:13:"passing_grade";s:2:"55";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_started,119.76.29.40,"2020-06-11 23:09:17",NULL,NULL,NULL
402,14138,14324,705,10,10,10.00,8.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:2:"10";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,119.76.29.40,"2020-06-11 23:09:52","2020-06-11 23:22:56",NULL,NULL
403,14138,14285,709,6,6,6.00,6.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"5";s:13:"passing_grade";s:2:"55";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,1.46.3.0,"2020-06-12 02:18:33","2020-06-12 02:19:50",NULL,NULL
404,14138,14324,709,10,10,10.00,4.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:2:"10";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,1.46.3.0,"2020-06-12 02:20:31","2020-06-12 02:23:19",NULL,NULL
405,14138,14285,710,6,6,6.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"5";s:13:"passing_grade";s:2:"55";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,182.232.37.218,"2020-06-12 02:33:56","2020-06-12 02:35:28",NULL,NULL
406,14138,14324,710,10,0,NULL,NULL,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:2:"10";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_started,182.232.37.218,"2020-06-12 02:35:59",NULL,NULL,NULL
407,14138,14285,711,6,6,6.00,6.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"5";s:13:"passing_grade";s:2:"55";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,202.94.73.212,"2020-06-12 03:59:13","2020-06-12 04:01:05",NULL,NULL
408,14138,14324,711,10,10,10.00,9.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:2:"10";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,202.94.73.212,"2020-06-12 04:01:23","2020-06-12 04:07:13",NULL,NULL
409,14138,14285,712,6,6,6.00,6.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"5";s:13:"passing_grade";s:2:"55";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,184.22.201.121,"2020-06-12 14:17:13","2020-06-12 14:19:47",NULL,NULL
410,14138,14285,712,6,6,6.00,6.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"5";s:13:"passing_grade";s:2:"55";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,184.22.201.121,"2020-06-12 14:20:08","2020-06-12 14:22:17",NULL,NULL
411,14138,14324,712,10,10,10.00,10.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:2:"10";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,184.22.201.121,"2020-06-12 14:22:33","2020-06-12 14:24:53",NULL,NULL
412,14138,14285,706,6,6,6.00,6.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"5";s:13:"passing_grade";s:2:"55";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,1.2.178.181,"2020-06-14 01:47:19","2020-06-14 01:49:34",NULL,NULL
413,14138,14324,706,10,9,10.00,7.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:2:"10";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,1.2.178.31,"2020-06-14 06:43:26","2020-06-14 07:10:40",NULL,NULL
414,7313,9561,391,24,24,24.00,23.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"30";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1800;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:3:"100";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.96.102.240,"2020-06-14 08:49:01","2020-06-14 08:58:10",NULL,NULL
415,7313,9882,391,9,9,9.00,9.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"10";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:600;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"90";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.96.102.240,"2020-06-14 09:03:22","2020-06-14 09:05:38",NULL,NULL
416,7313,9888,391,6,6,6.00,4.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:7:"sorting";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.96.102.240,"2020-06-14 09:06:11","2020-06-14 09:10:23",NULL,NULL
417,14138,14285,702,6,6,6.00,6.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"5";s:13:"passing_grade";s:2:"55";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.230.73.76,"2020-06-15 02:15:59","2020-06-15 02:17:06",NULL,NULL
418,14138,14324,702,10,10,10.00,9.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:2:"10";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.230.73.76,"2020-06-15 02:17:29","2020-06-15 02:21:19",NULL,NULL
419,14138,14411,707,5,5,5.00,2.00,"a:2:{i:0;s:0:"";s:10:"time_limit";a:1:{s:18:"time_limit_seconds";i:0;}}",attempt_ended,202.94.73.212,"2020-06-19 02:26:33","2020-06-19 02:29:47",NULL,NULL
420,14138,14412,712,5,5,5.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"0";s:13:"passing_grade";s:2:"50";s:24:"max_questions_for_answer";s:1:"5";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,202.94.73.212,"2020-06-19 02:31:16","2020-06-19 02:33:02",NULL,NULL
421,14138,14412,730,5,5,5.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"0";s:13:"passing_grade";s:2:"50";s:24:"max_questions_for_answer";s:1:"5";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,202.94.73.15,"2020-06-19 02:31:17","2020-06-19 02:32:34",NULL,NULL
422,14138,14412,726,5,5,5.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"0";s:13:"passing_grade";s:2:"50";s:24:"max_questions_for_answer";s:1:"5";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,202.94.73.212,"2020-06-19 02:31:27","2020-06-19 02:32:01",NULL,NULL
423,14138,14412,703,5,5,5.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"0";s:13:"passing_grade";s:2:"50";s:24:"max_questions_for_answer";s:1:"5";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,223.24.168.103,"2020-06-19 02:31:34","2020-06-19 02:32:17",NULL,NULL
424,14138,14411,729,5,5,5.00,3.00,"a:2:{i:0;s:0:"";s:10:"time_limit";a:1:{s:18:"time_limit_seconds";i:0;}}",attempt_ended,202.94.73.212,"2020-06-19 02:31:51","2020-06-19 02:33:31",NULL,NULL
425,14138,14411,705,5,0,NULL,NULL,"a:2:{i:0;s:0:"";s:10:"time_limit";a:1:{s:18:"time_limit_seconds";i:0;}}",attempt_started,223.24.162.147,"2020-06-19 02:31:52",NULL,NULL,NULL
426,14138,14412,731,5,5,5.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"0";s:13:"passing_grade";s:2:"50";s:24:"max_questions_for_answer";s:1:"5";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,202.94.73.212,"2020-06-19 02:31:55","2020-06-19 02:33:35",NULL,NULL
427,14138,14414,726,5,5,5.00,4.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:2:"10";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,202.94.73.212,"2020-06-19 02:32:12","2020-06-19 02:33:11",NULL,NULL
428,14138,14412,727,5,5,5.00,4.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"0";s:13:"passing_grade";s:2:"50";s:24:"max_questions_for_answer";s:1:"5";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,223.24.153.77,"2020-06-19 02:32:33","2020-06-19 02:34:50",NULL,NULL
429,14138,14412,730,5,5,5.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"0";s:13:"passing_grade";s:2:"50";s:24:"max_questions_for_answer";s:1:"5";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,202.94.73.15,"2020-06-19 02:32:35","2020-06-19 02:51:51",NULL,NULL
430,14138,14412,728,5,5,5.00,5.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"0";s:13:"passing_grade";s:2:"50";s:24:"max_questions_for_answer";s:1:"5";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,202.94.73.212,"2020-06-19 02:32:35","2020-06-19 02:33:45",NULL,NULL
431,14138,14412,706,5,5,5.00,4.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"0";s:13:"passing_grade";s:2:"50";s:24:"max_questions_for_answer";s:1:"5";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,202.94.73.212,"2020-06-19 02:33:03","2020-06-19 02:34:48",NULL,NULL
432,14138,14412,709,5,5,5.00,0.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:1:"0";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:0;}s:16:"attempts_allowed";s:1:"0";s:13:"passing_grade";s:2:"50";s:24:"max_questions_for_answer";s:1:"5";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,202.91.18.227,"2020-06-19 02:33:05","2020-06-19 02:34:11",NULL,NULL
